asin,reviewText,summary,size,color,image_urls,overall
B009MA34NY,Super comfy!!,Five Stars, 10 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough, 9.5 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,4
B009MA34NY,"I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough, 9.5 B(M) US, Wolf Grey/Platinum/White/Crimson,,4
B009MA34NY,Look great,Five Stars, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.","Simple look, outstanding comfort!", 6 B(M) US, black,,5
B009MA34NY,Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite., 7 B(M) US, Black/White/Anthracite/Stealth,,4
B009MA34NY,I love them!,Five Stars, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order.,Fit to actual size., 8 B(M) US, Black/Hyper Violet/Total Crimson/White,,4
B009MA34NY,love these shoes. use them to workout inside and to work,Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.","Too small, flimsy upper", 7 B(M) US, Grey,,3
B009MA34NY,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing, 7.5 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,https://images-na.ssl-images-amazon.com/images/I/71RSSpM4BvL._SY88.jpg,5
B009MA34NY,They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,These shoes are great for walking - so very comfortable, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,Good choice for training shoe, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Light weight and comfortable,Five Stars, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers, 8 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,4
B009MA34NY,"Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",I love them but they are definitely bright orange/coral and not ..., 8 B(M) US, Bright Mango/Crimson/White/Blue,,4
B009MA34NY,Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,Color was not at all what i expected. It ..., 9.5 B(M) US, Wolf Grey/Platinum/White/Crimson,,2
B009MA34NY,Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Squeaky,Three Stars, 7.5 B(M) US, Racer Blue/Obsidian/Blue Tint,,3
B009MA34NY,"If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.",then you should pretty much know your size, 7 B(M) US, Grey,,5
B009MA34NY,Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,Nice Support, 9.5 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,5
B009MA34NY,"Good quality, perfect fit.  It's a Nike!",Good Sneaker, 9 B(M) US, Grey,,5
B009MA34NY,"Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied, 8.5 B(M) US, Cool Grey/Volt-pure Platinum,,5
B009MA34NY,"I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.",Too large, 8.5 B(M) US, Black/White/Anthracite/Stealth,,2
B009MA34NY,"Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.",colors look great together., 7 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,Love them!!,Five Stars, 7.5 B(M) US, Black,,5
B009MA34NY,"Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!",but if I wear thick socks they are fine. Also, 8 B(M) US, Black/White/Anthracite/Stealth,,4
B009MA34NY,After less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike, 7.5 B(M) US, Cool Grey/Volt/Pure Platinum,https://images-na.ssl-images-amazon.com/images/I/816nEyCUCuL._SY88.jpg,1
B009MA34NY,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,04-May, 9.5 B(M) US, Black/Red Bronze/White,,4
B009MA34NY,"I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!, 8.5 B(M) US, Black/Green Glow-blue Glow-white,,5
B009MA34NY,Cute and comfortable,Five Stars, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Very comfortable.,Five Stars, 7.5 B(M) US, Cool Grey/Rage Green/Hyper Turquoise,,5
B009MA34NY,"Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",Correct size, 7.5 B(M) US, Black/Red Bronze/White,,5
B009MA34NY,"Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym, 6.5 B(M) US, Black/Red Bronze/White,,5
B009MA34NY,I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows, 7 B(M) US, Black/Red Bronze/White,,4
B009MA34NY,"Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!, 9.5 B(M) US, Black/Wolf Grey/White/Pink,,1
B009MA34NY,"wow these are the most comfortable, light weight shoes. I love them!!",so light & comfortable!, 7.5 B(M) US, Black,,5
B009MA34NY,love the lightweight and the fit,Five Stars, 7 B(M) US, Black/Red Bronze/White,,5
B009MA34NY,"fits perfect, my daughter loves them",Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",these were a perfect fit. They are light and very comfortable, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Came quick and my daughter LOVES them,Five Stars, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Great Gift - she loved it!  It's a nice shoe!,Five Stars, 9 B(M) US, Black/Red Bronze/White,,5
B009MA34NY,Perfect!,Just what I wanted!, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ..., 8.5 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,Great product and fast shipping!,Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Tried one in the store and bought it online but it was a different  kind of shoe . Too big , different fit !",Tried one in the store and bought it online but ..., 10 B(M) US, Cool Grey/Pure Platinum/White/Volt,,2
B009MA34NY,"I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ..., 10 B(M) US, Cool Grey/Rage Green/Hyper Turquoise,,5
B009MA34NY,This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Five Stars, 12 B(M) US, Cool Grey/Volt/Pure Platinum,,5
B009MA34NY,I returned these as they were not true to size. They ran large.,Not true to size, 8 B(M) US, Grey,,2
B009MA34NY,wrong shoes,One Star, 7 B(M) US, Black/Red Bronze/White,,1
B009MA34NY,There very nice,Nice, 8.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B009MA34NY,"I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Just too big otherwise I liked them!,Four Stars, 7 B(M) US, Black/Red Bronze/White,,4
B009MA34NY,Comfortable shoe.  I would buy again,Four Stars, 6.5 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,4
B009MA34NY,Light weight and comfortable.,Four Stars, 9.5 D Wide, Cool Grey / Volt - Wolf Grey - Pure Platinum,,4
B009MA34NY,Fit my size perfectly and very comfortable!,Five Stars, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars, 8.5 B(M) US, Cool Grey/Volt-pure Platinum,,5
B009MA34NY,Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them, 10 B(M) US, Pink Blast/Stealth/Hyper Pink/White,,5
B009MA34NY,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D",very comfortable but limited use, 6.5 B(M) US, Cool Grey/Rage Green/Hyper Turquoise,,4
B009MA34NY,Not a lot of arch support but really lightweight.,Four Stars, 8.5 B(M) US, Cool Grey/Volt-pure Platinum,,4
B009MA34NY,EXCELLENT,Five Stars, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise, 8 B(M) US, Grey,,3
B009MA34NY,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever, 7.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq,,5
B009MA34NY,Light-weight comfy shoes.,Four Stars, 9.5 B(M) US, Cool Grey/Pure Platinum/White/Volt,,4
B009MA34NY,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Wish they had a little more support/cushion, but I love everything else about them!","Overall, a grwat shoe.", 6.5 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,4
B009MA34NY,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ..., 10 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,They feel good but I will not recommended if you need Wide ..., 8.5 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,3
B009MA34NY,"I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Get a half-size or more larger than usual., 10 B(M) US, Cool Grey/Pure Platinum/White/Volt,,3
B009MA34NY,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training, 9 B(M) US, Wolf Grey/Black-pink Blast/White,,5
B009MA34NY,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected, 8.5 B(M) US, Black/White/Anthracite/Stealth,,3
B009MA34NY,Really comfortable and very cute.,Five Stars, 6 B(M) US, black,,5
B009MA34NY,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes, 7 B(M) US, Racer Blue/Obsidian/Blue Tint,,5
B009MA34NY,Fit to size. Comfortable,Five Stars, 7 B(M) US, Ocean Fog/Blue Grey/Mango,,5
B009MA34NY,Picky daughter actually loves them.,Worth it., 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!, 9.5 B(M) US, Cool Grey/Pure Platinum/White/Volt,,5
B009MA34NY,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.",but like them so far, 8 B(M) US, White/Hyper Pink/Pure Platinum/Wolf Grey,,4
B009MA34NY,I got a hot spot on the bottom of my foot the first day I wore them.,Great red color, 10 B(M) US, Bright Mango/Crimson/White/Blue,,3
B009MA34NY,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)",they'll work great!: ), 7 B(M) US, Black/White/Anthracite/Stealth,,4
B009MA34NY,Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet, 9.5 B(M) US, Bright Mango/Crimson/White/Blue,,3
B009MA34NY,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes, 10 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,fits perfect,Five Stars, 7 B(M) US, Grey,,5
B009MA34NY,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches, 8.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum,,5
B009MA34NY,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.",Did not fit my feet, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White,,1
B009MA34NY,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy., 7.5 B(M) US, Black/White/Anthracite/Stealth,"https://images-na.ssl-images-amazon.com/images/I/71F8+fVLrWL._SY88.jpg, https://images-na.ssl-images-amazon.com/images/I/71f2Jg+qVcL._SY88.jpg",1
B009MA34NY,Fit like gloves to my feet! Perfect for workouts.,Five Stars, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Does the job!, 9 B(M) US, Black/White/Anthracite/Stealth,,4
B009MA34NY,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot, 7.5 B(M) US, Ocean Fog/Blue Grey/Mango,,4
B009MA34NY,Love them !!!,Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,I love these shoes! Great arch support and perfect for cardio.,Five Stars, 8.5 B(M) US, Racer Blue/Obsidian/Blue Tint,,5
B009MA34NY,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts, 10 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",Unnacceptable. Zero support, 8.5 B(M) US, Black/White/Anthracite/Stealth,,3
B009MA34NY,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!, 8.5 B(M) US, Ocean Fog/Blue Grey/Mango,,5
B009MA34NY,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",Simply Supreme., 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Soooo comfortable....., 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Great shoes. Lightweight and comfortable,Five Stars, 6 B(M) US, black,,5
B009MA34NY,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,BEST SHOES EVER!, 7.5 B(M) US, Pink Blast/Stealth/Hyper Pink/White,,5
B009MA34NY,These sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training, 7.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",Hurt my knees and back running, 9.5 B(M) US, Black/White/Anthracite/Stealth,,3
B009MA34NY,Size 5. Very comfortable shoes. Love!,Very comfortable shoes. Love, 5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.",Great shoes, 9.5 B(M) US, Wolf Grey/Platinum/White/Crimson,,5
B009MA34NY,I always buy the same size this ones came to large,large shoe, 10 B(M) US, Black/White/Anthracite/Stealth,,3
B009MA34NY,"Nice shoes, fit good",Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),My wife loves these shoes., 8.5 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,Love Love Love, 9 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"Look better than the picture, very comfortable, great support.",PERFECT, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,Nice shoe, 9.5 B(M) US, Ocean Fog/Blue Grey/Mango,,5
B009MA34NY,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",I am so happy with this purchase, 8 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Absolutely love them. Can even wear them without my insoles.,Five Stars, 9.5 B(M) US, Pink Blast/Stealth/Hyper Pink/White,,5
B009MA34NY,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.",Cute, 10 B(M) US, Black/Wolf Grey/White/Pink,,3
B009MA34NY,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",Love, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",Absolutely Perfect Shoe!!, 8.5 B(M) US, Bright Mango/Crimson/White/Blue,,5
B009MA34NY,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Comfortable and lightweight, 10.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Excellent,Five Stars, 7 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!, 7 B(M) US, Ocean Fog/Blue Grey/Mango,,5
B009MA34NY,Super cute!,Five Stars, 9 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,perfect,Five Stars, 11 D(M) US, Cool Grey/Team Orange/White/Platinum,,5
B009MA34NY,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",Time to leave the fad of the month for something that works.,,,,5
B009MA34NY,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",A little annoying because I have to pay attention but they are ..., 8.5 B(M) US, Black/Wolf Grey/White/Pink,,4
B009MA34NY,Nice shoes,Five Stars, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",and the toe area is pretty wide plus plenty long even with socks, 9 B(M) US, Grey,,5
B009MA34NY,"Perfect fit, very comfortable, and a great color. They also fit as expected.",Five Stars, 7.5 B(M) US, Bright Mango/Crimson/White/Blue,,5
B009MA34NY,Really comfy and nice color,Great and comfy for sports, 8 B(M) US, Ocean Fog/Blue Grey/Mango,,5
B009MA34NY,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted..., 10 D(M) US, Grey/Orange,,4
B009MA34NY,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,Best shoes ever!!!, 9 B(M) US, Black/Wolf Grey/White/Pink,,5
B009MA34NY,Very comfortable and looks great!,Five Stars, 8.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Love this shoes so comfy and great very everyday use. Runs big,Fits wonderful, 6.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,Nice looking and fit nice,Four Stars, 12 D(M) US, Cool Grey/Team Orange/White/Platinum,,4
B009MA34NY,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Comfortable and lightweight, 8.5 B(M) US, Black/White/Anthracite/Stealth,,4
B009MA34NY,Perfict fit for me. Great looking shoes at a great price.,nice, 12 D(M) US, Cool Grey/Team Orange/White/Platinum,,5
B009MA34NY,The sneakers are very comfortable and fit to size.,Five Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight, 10 B(M) US, Black/White/Anthracite/Stealth,,5
B009MA34NY,I really like them!,Four Stars, 9.5 B(M) US, Black/White/Anthracite/Stealth,,4
